stat_id,match_id,player_id,team_id,minutes_played,points,rebounds,assists,steals,blocks,turnovers,fg_made,fg_attempted,three_made,three_attempted,ft_made,ft_attempted,efficiency,goals,shots,shots_on_target,passes,pass_accuracy,tackles,interceptions,yellow_cards,red_cards,fouls,saves,rating,sets_played,attacks,attack_kills,serves,serve_aces,digs,receptions,reception_efficiency,errors,games_played,points_won,points_lost,smash_winners,net_shots,service_aces,unforced_errors,longest_rally,win_rate
S003051,M00264,P0402,T023,,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,11.0,11.0,11.0,4.0,12.0,19.0,70.0,1.0,,,,,,,,,
S003052,M00264,P0396,T023,,24.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,29.0,10.0,23.0,3.0,11.0,13.0,90.0,1.0,,,,,,,,,
S003053,M00264,P0399,T023,,25.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,2.0,6.0,14.0,14.0,3.0,8.0,13.0,83.0,7.0,,,,,,,,,
S003054,M00264,P0392,T023,,8.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,19.0,10.0,17.0,1.0,10.0,1.0,65.0,4.0,,,,,,,,,
S003055,M00264,P0394,T023,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,28.0,12.0,25.0,2.0,7.0,18.0,67.0,2.0,,,,,,,,,
S003056,M00264,P0408,T023,,14.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,5.0,11.0,21.0,3.0,3.0,0.0,39.0,8.0,,,,,,,,,
S003057,M00265,P0358,T020,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,5.0,5.0,22.0,3.0,10.0,18.0,37.0,8.0,,,,,,,,,
S003058,M00265,P0357,T020,,18.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,1.0,30.0,15.0,6.0,2.0,5.0,16.0,84.0,3.0,,,,,,,,,
S003059,M00265,P0352,T020,,24.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,6.0,15.0,11.0,0.0,13.0,15.0,44.0,0.0,,,,,,,,,
S003060,M00265,P0359,T020,,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,30.0,2.0,22.0,4.0,9.0,0.0,36.0,6.0,,,,,,,,,
S003061,M00265,P0348,T020,,14.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,4.0,30.0,8.0,7.0,4.0,3.0,0.0,51.0,0.0,,,,,,,,,
S003062,M00265,P0351,T020,,3.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,23.0,9.0,24.0,2.0,15.0,9.0,88.0,4.0,,,,,,,,,
S003063,M00265,P0350,T020,,22.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,3.0,13.0,2.0,23.0,0.0,9.0,7.0,62.0,7.0,,,,,,,,,
S003064,M00265,P0355,T020,,15.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,11.0,10.0,12.0,0.0,10.0,11.0,56.0,7.0,,,,,,,,,
S003065,M00265,P0349,T020,,19.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,4.0,15.0,11.0,24.0,1.0,12.0,5.0,77.0,6.0,,,,,,,,,
S003066,M00265,P0354,T020,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,27.0,9.0,10.0,2.0,7.0,15.0,78.0,0.0,,,,,,,,,
S003067,M00265,P0320,T018,,24.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,15.0,12.0,13.0,0.0,7.0,9.0,42.0,0.0,,,,,,,,,
S003068,M00265,P0324,T018,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,21.0,12.0,9.0,4.0,14.0,12.0,81.0,8.0,,,,,,,,,
S003069,M00265,P0327,T018,,20.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,25.0,13.0,6.0,2.0,2.0,18.0,36.0,7.0,,,,,,,,,
S003070,M00265,P0328,T018,,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,26.0,6.0,12.0,3.0,7.0,14.0,46.0,3.0,,,,,,,,,
S003071,M00265,P0323,T018,,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,22.0,2.0,11.0,0.0,8.0,6.0,48.0,1.0,,,,,,,,,
S003072,M00265,P0315,T018,,11.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,26.0,9.0,18.0,5.0,4.0,13.0,37.0,1.0,,,,,,,,,
S003073,M00265,P0325,T018,,23.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,14.0,9.0,10.0,0.0,14.0,6.0,46.0,7.0,,,,,,,,,
S003074,M00265,P0314,T018,,15.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,30.0,14.0,16.0,2.0,3.0,8.0,82.0,5.0,,,,,,,,,
S003075,M00265,P0319,T018,,25.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,3.0,18.0,15.0,19.0,1.0,2.0,20.0,36.0,6.0,,,,,,,,,
S003076,M00265,P0317,T018,,17.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,15.0,11.0,17.0,3.0,7.0,15.0,70.0,0.0,,,,,,,,,
S003077,M00267,P0392,T023,,16.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,4.0,28.0,3.0,16.0,3.0,0.0,16.0,63.0,0.0,,,,,,,,,
S003078,M00267,P0400,T023,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,21.0,12.0,9.0,2.0,9.0,12.0,81.0,2.0,,,,,,,,,
S003079,M00267,P0395,T023,,16.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,5.0,30.0,4.0,7.0,3.0,6.0,8.0,74.0,6.0,,,,,,,,,
S003080,M00267,P0407,T023,,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,22.0,9.0,18.0,1.0,2.0,8.0,66.0,3.0,,,,,,,,,
S003081,M00267,P0406,T023,,16.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,1.0,7.0,5.0,9.0,1.0,6.0,16.0,77.0,0.0,,,,,,,,,
S003082,M00267,P0408,T023,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,5.0,12.0,5.0,5.0,7.0,8.0,66.0,1.0,,,,,,,,,
S003083,M00267,P0393,T023,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,14.0,9.0,13.0,4.0,5.0,15.0,42.0,8.0,,,,,,,,,
S003084,M00267,P0396,T023,,17.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,30.0,3.0,12.0,5.0,15.0,20.0,38.0,2.0,,,,,,,,,
S003085,M00267,P0405,T023,,25.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,4.0,27.0,14.0,8.0,4.0,2.0,11.0,52.0,3.0,,,,,,,,,
S003086,M00267,P0397,T023,,5.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,5.0,16.0,13.0,22.0,1.0,1.0,5.0,35.0,3.0,,,,,,,,,
S003087,M00267,P0342,T019,,23.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,1.0,20.0,14.0,19.0,3.0,0.0,4.0,62.0,7.0,,,,,,,,,
S003088,M00267,P0345,T019,,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,5.0,9.0,18.0,5.0,8.0,16.0,62.0,1.0,,,,,,,,,
S003089,M00267,P0331,T019,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,27.0,2.0,23.0,0.0,13.0,15.0,64.0,1.0,,,,,,,,,
S003090,M00267,P0336,T019,,16.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,21.0,12.0,19.0,4.0,7.0,19.0,71.0,8.0,,,,,,,,,
S003091,M00267,P0330,T019,,20.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,23.0,5.0,22.0,1.0,5.0,14.0,71.0,8.0,,,,,,,,,
S003092,M00267,P0340,T019,,8.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,18.0,11.0,12.0,4.0,10.0,7.0,82.0,6.0,,,,,,,,,
S003093,M00267,P0333,T019,,16.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,28.0,4.0,10.0,0.0,14.0,5.0,70.0,4.0,,,,,,,,,
S003094,M00267,P0341,T019,,13.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,8.0,15.0,15.0,3.0,5.0,7.0,33.0,6.0,,,,,,,,,
S003095,M00267,P0338,T019,,17.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,5.0,3.0,17.0,3.0,1.0,2.0,47.0,1.0,,,,,,,,,
S003096,M00267,P0334,T019,,17.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,5.0,6.0,19.0,0.0,5.0,1.0,65.0,3.0,,,,,,,,,
S003097,M00268,P0389,T022,,14.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,2.0,22.0,12.0,18.0,5.0,2.0,15.0,89.0,3.0,,,,,,,,,
S003098,M00268,P0383,T022,,25.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,2.0,19.0,9.0,5.0,5.0,13.0,6.0,69.0,5.0,,,,,,,,,
S003099,M00268,P0379,T022,,22.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,1.0,12.0,8.0,23.0,4.0,1.0,13.0,53.0,7.0,,,,,,,,,
S003100,M00268,P0381,T022,,2.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,3.0,27.0,8.0,13.0,5.0,7.0,13.0,55.0,3.0,,,,,,,,,
S003101,M00268,P0385,T022,,15.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,2.0,28.0,15.0,18.0,0.0,8.0,11.0,44.0,5.0,,,,,,,,,
S003102,M00268,P0384,T022,,14.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,4.0,20.0,13.0,21.0,2.0,4.0,19.0,47.0,5.0,,,,,,,,,
S003103,M00268,P0388,T022,,7.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,5.0,18.0,3.0,21.0,5.0,6.0,14.0,48.0,4.0,,,,,,,,,
S003104,M00268,P0382,T022,,18.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,5.0,10.0,5.0,6.0,2.0,4.0,8.0,47.0,5.0,,,,,,,,,
S003105,M00268,P0380,T022,,5.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,16.0,15.0,20.0,5.0,1.0,4.0,37.0,7.0,,,,,,,,,
S003106,M00268,P0378,T022,,5.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,5.0,24.0,7.0,22.0,0.0,12.0,3.0,76.0,0.0,,,,,,,,,
S003107,M00268,P0321,T018,,23.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,20.0,2.0,2.0,20.0,40.0,6.0,,,,,,,,,
S003108,M00268,P0329,T018,,17.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,5.0,5.0,10.0,15.0,2.0,3.0,0.0,63.0,6.0,,,,,,,,,
S003109,M00268,P0325,T018,,19.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,23.0,9.0,20.0,5.0,6.0,19.0,80.0,3.0,,,,,,,,,
S003110,M00268,P0320,T018,,7.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,9.0,11.0,6.0,1.0,15.0,11.0,67.0,4.0,,,,,,,,,
S003111,M00268,P0317,T018,,11.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,2.0,6.0,3.0,16.0,3.0,11.0,11.0,50.0,7.0,,,,,,,,,
S003112,M00268,P0316,T018,,16.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,17.0,5.0,22.0,0.0,0.0,15.0,72.0,0.0,,,,,,,,,
S003113,M00268,P0323,T018,,12.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,3.0,6.0,15.0,15.0,3.0,6.0,16.0,75.0,4.0,,,,,,,,,
S003114,M00268,P0318,T018,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,23.0,8.0,5.0,5.0,13.0,12.0,82.0,1.0,,,,,,,,,
S003115,M00268,P0314,T018,,25.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,26.0,15.0,15.0,1.0,2.0,14.0,54.0,6.0,,,,,,,,,
S003116,M00268,P0315,T018,,25.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,27.0,4.0,14.0,5.0,11.0,12.0,68.0,7.0,,,,,,,,,
S003117,M00270,P0316,T018,,25.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,3.0,16.0,6.0,5.0,3.0,6.0,8.0,79.0,2.0,,,,,,,,,
S003118,M00270,P0322,T018,,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,16.0,5.0,21.0,4.0,5.0,20.0,49.0,6.0,,,,,,,,,
S003119,M00270,P0315,T018,,12.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,17.0,13.0,22.0,5.0,3.0,16.0,59.0,5.0,,,,,,,,,
S003120,M00270,P0318,T018,,17.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,6.0,6.0,14.0,5.0,0.0,6.0,56.0,3.0,,,,,,,,,
S003121,M00270,P0317,T018,,16.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,3.0,19.0,6.0,8.0,1.0,12.0,3.0,88.0,3.0,,,,,,,,,
S003122,M00270,P0325,T018,,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,4.0,6.0,15.0,10.0,5.0,6.0,0.0,68.0,4.0,,,,,,,,,
S003123,M00270,P0320,T018,,6.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,7.0,12.0,7.0,1.0,8.0,10.0,51.0,7.0,,,,,,,,,
S003124,M00270,P0321,T018,,19.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,24.0,2.0,20.0,1.0,10.0,12.0,54.0,8.0,,,,,,,,,
S003125,M00270,P0319,T018,,4.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,4.0,12.0,2.0,25.0,1.0,13.0,11.0,58.0,8.0,,,,,,,,,
S003126,M00270,P0324,T018,,14.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,2.0,27.0,3.0,8.0,0.0,9.0,3.0,45.0,6.0,,,,,,,,,
S003127,M00270,P0370,T021,,19.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,17.0,9.0,19.0,0.0,13.0,15.0,50.0,5.0,,,,,,,,,
S003128,M00270,P0376,T021,,18.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,4.0,8.0,14.0,5.0,4.0,9.0,10.0,46.0,0.0,,,,,,,,,
S003129,M00270,P0375,T021,,17.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,27.0,11.0,14.0,1.0,4.0,12.0,83.0,7.0,,,,,,,,,
S003130,M00270,P0369,T021,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,13.0,3.0,17.0,3.0,15.0,8.0,79.0,8.0,,,,,,,,,
S003131,M00270,P0374,T021,,13.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,5.0,21.0,11.0,24.0,0.0,15.0,16.0,57.0,3.0,,,,,,,,,
S003132,M00270,P0368,T021,,2.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,5.0,14.0,3.0,12.0,2.0,1.0,19.0,48.0,0.0,,,,,,,,,
S003133,M00270,P0366,T021,,25.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,3.0,14.0,6.0,13.0,1.0,14.0,1.0,58.0,2.0,,,,,,,,,
S003134,M00270,P0371,T021,,9.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,13.0,7.0,20.0,4.0,13.0,2.0,33.0,5.0,,,,,,,,,
S003135,M00270,P0364,T021,,14.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,3.0,25.0,4.0,20.0,2.0,1.0,14.0,50.0,1.0,,,,,,,,,
S003136,M00270,P0373,T021,,7.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,5.0,24.0,3.0,17.0,0.0,7.0,14.0,64.0,2.0,,,,,,,,,
S003137,M00271,P0371,T021,,17.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,3.0,20.0,9.0,5.0,5.0,15.0,11.0,31.0,1.0,,,,,,,,,
S003138,M00271,P0363,T021,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,25.0,12.0,24.0,5.0,5.0,10.0,55.0,7.0,,,,,,,,,
S003139,M00271,P0366,T021,,15.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,5.0,27.0,14.0,17.0,1.0,2.0,15.0,79.0,7.0,,,,,,,,,
S003140,M00271,P0368,T021,,16.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,18.0,5.0,14.0,16.0,56.0,1.0,,,,,,,,,
S003141,M00271,P0369,T021,,7.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,4.0,30.0,5.0,17.0,1.0,3.0,7.0,30.0,3.0,,,,,,,,,
S003142,M00271,P0376,T021,,23.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,30.0,8.0,14.0,5.0,13.0,9.0,31.0,4.0,,,,,,,,,
S003143,M00271,P0364,T021,,12.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,16.0,14.0,23.0,3.0,14.0,0.0,79.0,5.0,,,,,,,,,
S003144,M00271,P0373,T021,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,14.0,6.0,13.0,4.0,10.0,9.0,36.0,2.0,,,,,,,,,
S003145,M00271,P0375,T021,,20.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,19.0,8.0,6.0,4.0,1.0,2.0,74.0,2.0,,,,,,,,,
S003146,M00271,P0367,T021,,19.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,5.0,12.0,6.0,10.0,4.0,0.0,0.0,80.0,2.0,,,,,,,,,
S003147,M00271,P0409,T024,,19.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,18.0,11.0,6.0,0.0,5.0,6.0,42.0,1.0,,,,,,,,,
S003148,M00271,P0414,T024,,4.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,30.0,6.0,13.0,0.0,10.0,20.0,59.0,5.0,,,,,,,,,
S003149,M00271,P0412,T024,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,13.0,13.0,19.0,3.0,13.0,2.0,71.0,2.0,,,,,,,,,
S003150,M00271,P0415,T024,,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,28.0,15.0,12.0,1.0,7.0,10.0,57.0,4.0,,,,,,,,,
S003151,M00271,P0419,T024,,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,7.0,10.0,13.0,2.0,14.0,12.0,54.0,1.0,,,,,,,,,
S003152,M00271,P0420,T024,,22.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,26.0,4.0,6.0,5.0,13.0,9.0,34.0,0.0,,,,,,,,,
S003153,M00271,P0411,T024,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,22.0,6.0,25.0,5.0,15.0,7.0,72.0,2.0,,,,,,,,,
S003154,M00271,P0416,T024,,11.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,9.0,5.0,25.0,3.0,11.0,11.0,48.0,6.0,,,,,,,,,
S003155,M00271,P0418,T024,,4.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,26.0,14.0,12.0,4.0,8.0,13.0,59.0,2.0,,,,,,,,,
S003156,M00271,P0413,T024,,8.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,14.0,12.0,7.0,4.0,5.0,16.0,87.0,1.0,,,,,,,,,
S003157,M00273,P0401,T023,,4.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,4.0,22.0,12.0,25.0,0.0,15.0,16.0,35.0,3.0,,,,,,,,,
S003158,M00273,P0398,T023,,9.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,27.0,9.0,7.0,1.0,8.0,1.0,59.0,4.0,,,,,,,,,
S003159,M00273,P0405,T023,,2.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,21.0,15.0,5.0,2.0,4.0,8.0,33.0,5.0,,,,,,,,,
S003160,M00273,P0397,T023,,24.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,3.0,13.0,8.0,7.0,1.0,1.0,12.0,69.0,0.0,,,,,,,,,
S003161,M00273,P0395,T023,,3.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,8.0,11.0,23.0,3.0,6.0,20.0,58.0,2.0,,,,,,,,,
S003162,M00273,P0406,T023,,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,30.0,2.0,8.0,2.0,8.0,12.0,49.0,3.0,,,,,,,,,
S003163,M00273,P0402,T023,,25.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,13.0,6.0,22.0,0.0,10.0,8.0,73.0,0.0,,,,,,,,,
S003164,M00273,P0396,T023,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,10.0,14.0,8.0,4.0,11.0,1.0,60.0,8.0,,,,,,,,,
S003165,M00273,P0394,T023,,7.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,5.0,15.0,11.0,4.0,0.0,1.0,45.0,4.0,,,,,,,,,
S003166,M00273,P0403,T023,,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,28.0,11.0,17.0,1.0,0.0,10.0,73.0,5.0,,,,,,,,,
S003167,M00273,P0375,T021,,25.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,4.0,16.0,13.0,22.0,5.0,7.0,7.0,68.0,3.0,,,,,,,,,
S003168,M00273,P0374,T021,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,29.0,6.0,7.0,0.0,11.0,2.0,64.0,8.0,,,,,,,,,
S003169,M00273,P0368,T021,,11.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,5.0,29.0,9.0,19.0,4.0,5.0,16.0,90.0,0.0,,,,,,,,,
S003170,M00273,P0376,T021,,10.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,5.0,20.0,4.0,12.0,4.0,14.0,16.0,42.0,0.0,,,,,,,,,
S003171,M00273,P0369,T021,,17.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,24.0,10.0,16.0,5.0,9.0,12.0,78.0,0.0,,,,,,,,,
S003172,M00273,P0365,T021,,24.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,4.0,14.0,7.0,10.0,5.0,10.0,12.0,70.0,7.0,,,,,,,,,
S003173,M00273,P0367,T021,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,10.0,9.0,22.0,5.0,14.0,11.0,63.0,7.0,,,,,,,,,
S003174,M00273,P0370,T021,,1.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,3.0,30.0,11.0,6.0,5.0,4.0,1.0,61.0,5.0,,,,,,,,,
S003175,M00273,P0366,T021,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,13.0,8.0,19.0,2.0,6.0,18.0,31.0,6.0,,,,,,,,,
S003176,M00273,P0371,T021,,17.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,3.0,13.0,9.0,11.0,4.0,5.0,1.0,39.0,4.0,,,,,,,,,
S003177,M00274,P0387,T022,,17.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,25.0,11.0,8.0,0.0,5.0,1.0,78.0,3.0,,,,,,,,,
S003178,M00274,P0389,T022,,15.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,10.0,11.0,17.0,4.0,8.0,4.0,87.0,6.0,,,,,,,,,
S003179,M00274,P0381,T022,,20.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,29.0,8.0,18.0,2.0,15.0,2.0,31.0,7.0,,,,,,,,,
S003180,M00274,P0390,T022,,7.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,5.0,16.0,4.0,15.0,3.0,11.0,4.0,74.0,0.0,,,,,,,,,
S003181,M00274,P0377,T022,,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,8.0,12.0,5.0,5.0,0.0,2.0,77.0,6.0,,,,,,,,,
S003182,M00274,P0384,T022,,20.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,21.0,5.0,7.0,2.0,5.0,18.0,89.0,0.0,,,,,,,,,
S003183,M00274,P0380,T022,,15.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,14.0,3.0,17.0,5.0,8.0,6.0,90.0,0.0,,,,,,,,,
S003184,M00274,P0378,T022,,12.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,5.0,5.0,14.0,9.0,4.0,7.0,3.0,55.0,7.0,,,,,,,,,
S003185,M00274,P0388,T022,,6.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,9.0,15.0,17.0,5.0,8.0,8.0,60.0,1.0,,,,,,,,,
S003186,M00274,P0385,T022,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,6.0,14.0,6.0,3.0,14.0,20.0,45.0,7.0,,,,,,,,,
S003187,M00274,P0406,T023,,25.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,2.0,24.0,2.0,13.0,3.0,1.0,3.0,71.0,1.0,,,,,,,,,
S003188,M00274,P0397,T023,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,4.0,28.0,7.0,13.0,3.0,13.0,10.0,64.0,5.0,,,,,,,,,
S003189,M00274,P0393,T023,,24.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,16.0,9.0,12.0,5.0,7.0,12.0,70.0,7.0,,,,,,,,,
S003190,M00274,P0396,T023,,20.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,3.0,23.0,14.0,20.0,4.0,2.0,0.0,82.0,3.0,,,,,,,,,
S003191,M00274,P0408,T023,,16.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,4.0,14.0,10.0,15.0,1.0,6.0,1.0,64.0,0.0,,,,,,,,,
S003192,M00274,P0400,T023,,10.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,3.0,11.0,5.0,11.0,0.0,8.0,19.0,82.0,8.0,,,,,,,,,
S003193,M00274,P0404,T023,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,30.0,9.0,5.0,0.0,4.0,12.0,90.0,7.0,,,,,,,,,
S003194,M00274,P0392,T023,,10.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,3.0,13.0,9.0,11.0,5.0,13.0,9.0,80.0,1.0,,,,,,,,,
S003195,M00274,P0401,T023,,6.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,21.0,4.0,7.0,0.0,15.0,4.0,82.0,3.0,,,,,,,,,
S003196,M00274,P0399,T023,,6.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,1.0,30.0,7.0,10.0,0.0,15.0,5.0,54.0,3.0,,,,,,,,,
S003197,M00275,P0354,T020,,3.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,10.0,14.0,21.0,0.0,9.0,9.0,74.0,3.0,,,,,,,,,
S003198,M00275,P0360,T020,,12.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,1.0,15.0,12.0,20.0,1.0,2.0,3.0,38.0,7.0,,,,,,,,,
S003199,M00275,P0347,T020,,22.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,17.0,10.0,5.0,4.0,3.0,14.0,56.0,6.0,,,,,,,,,
